,emotion,statements,gender
datasources\SUBESCO\SUBESCO_DATA\M_05_S08_HA_2.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S08_HA_3.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S08_HA_4.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S08_HA_5.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S08_NE_1.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S08_NE_2.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S08_NE_3.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S08_NE_4.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S08_NE_5.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S08_SA_1.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S08_SA_2.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S08_SA_3.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S08_SA_4.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S08_SA_5.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S08_SU_1.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S08_SU_2.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S08_SU_3.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S08_SU_4.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S08_SU_5.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S09_AN_1.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S09_AN_2.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S09_AN_3.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S09_AN_4.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S09_AN_5.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S09_DI_1.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S09_DI_2.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S09_DI_3.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S09_DI_4.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S09_DI_5.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S09_FE_1.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S09_FE_2.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S09_FE_3.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S09_FE_4.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S09_FE_5.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S09_HA_1.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S09_HA_2.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S09_HA_3.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S09_HA_4.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S09_HA_5.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S09_NE_1.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S09_NE_2.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S09_NE_3.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S09_NE_4.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S09_NE_5.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S09_SA_1.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S09_SA_2.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S09_SA_3.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S09_SA_4.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S09_SA_5.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S09_SU_1.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S09_SU_2.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S09_SU_3.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S09_SU_4.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S09_SU_5.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S10_AN_1.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S10_AN_2.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S10_AN_3.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S10_AN_4.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S10_AN_5.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S10_DI_1.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S10_DI_2.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S10_DI_3.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S10_DI_4.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S10_DI_5.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S10_FE_1.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S10_FE_2.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S10_FE_3.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S10_FE_4.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S10_FE_5.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S10_HA_1.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S10_HA_2.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S10_HA_3.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S10_HA_4.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S10_HA_5.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S10_NE_1.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S10_NE_2.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S10_NE_3.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S10_NE_4.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S10_NE_5.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S10_SA_1.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S10_SA_2.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S10_SA_3.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S10_SA_4.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S10_SA_5.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S10_SU_1.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S10_SU_2.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S10_SU_3.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S10_SU_4.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_05_S10_SU_5.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S01_AN_1.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S01_AN_2.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S01_AN_3.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S01_AN_4.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S01_AN_5.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S01_DI_1.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S01_DI_2.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S01_DI_3.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S01_DI_4.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S01_DI_5.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S01_FE_1.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S01_FE_2.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S01_FE_3.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S01_FE_4.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S01_FE_5.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S01_HA_1.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S01_HA_2.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S01_HA_3.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S01_HA_4.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S01_HA_5.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S01_NE_1.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S01_NE_2.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S01_NE_3.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S01_NE_4.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S01_NE_5.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S01_SA_1.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S01_SA_2.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S01_SA_3.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S01_SA_4.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S01_SA_5.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S01_SU_1.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S01_SU_2.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S01_SU_3.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S01_SU_4.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S01_SU_5.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S02_AN_1.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S02_AN_2.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S02_AN_3.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S02_AN_4.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S02_AN_5.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S02_DI_1.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S02_DI_2.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S02_DI_3.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S02_DI_4.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S02_DI_5.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S02_FE_1.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S02_FE_2.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S02_FE_3.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S02_FE_4.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S02_FE_5.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S02_HA_1.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S02_HA_2.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S02_HA_3.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S02_HA_4.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S02_HA_5.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S02_NE_1.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S02_NE_2.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S02_NE_3.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S02_NE_4.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S02_NE_5.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S02_SA_1.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S02_SA_2.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S02_SA_3.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S02_SA_4.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S02_SA_5.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S02_SU_1.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S02_SU_2.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S02_SU_3.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S02_SU_4.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S02_SU_5.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S03_AN_1.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S03_AN_2.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S03_AN_3.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S03_AN_4.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S03_AN_5.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S03_DI_1.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S03_DI_2.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S03_DI_3.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S03_DI_4.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S03_DI_5.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S03_FE_1.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S03_FE_2.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S03_FE_3.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S03_FE_4.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S03_FE_5.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S03_HA_1.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S03_HA_2.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S03_HA_3.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S03_HA_4.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S03_HA_5.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S03_NE_1.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S03_NE_2.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S03_NE_3.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S03_NE_4.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S03_NE_5.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S03_SA_1.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S03_SA_2.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S03_SA_3.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S03_SA_4.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S03_SA_5.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S03_SU_1.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S03_SU_2.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S03_SU_3.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S03_SU_4.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S03_SU_5.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S04_AN_1.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S04_AN_2.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S04_AN_3.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S04_AN_4.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S04_AN_5.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S04_DI_1.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S04_DI_2.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S04_DI_3.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S04_DI_4.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S04_DI_5.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S04_FE_1.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S04_FE_2.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S04_FE_3.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S04_FE_4.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S04_FE_5.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S04_HA_1.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S04_HA_2.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S04_HA_3.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S04_HA_4.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S04_HA_5.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S04_NE_1.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S04_NE_2.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S04_NE_3.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S04_NE_4.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S04_NE_5.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S04_SA_1.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S04_SA_2.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S04_SA_3.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S04_SA_4.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S04_SA_5.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S04_SU_1.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S04_SU_2.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S04_SU_3.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S04_SU_4.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S04_SU_5.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S05_AN_1.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S05_AN_2.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S05_AN_3.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S05_AN_4.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S05_AN_5.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S05_DI_1.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S05_DI_2.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S05_DI_3.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S05_DI_4.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S05_DI_5.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S05_FE_1.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S05_FE_2.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S05_FE_3.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S05_FE_4.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S05_FE_5.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S05_HA_1.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S05_HA_2.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S05_HA_3.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S05_HA_4.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S05_HA_5.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S05_NE_1.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S05_NE_2.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S05_NE_3.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S05_NE_4.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S05_NE_5.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S05_SA_1.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S05_SA_2.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S05_SA_3.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S05_SA_4.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S05_SA_5.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S05_SU_1.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S05_SU_2.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S05_SU_3.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S05_SU_4.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S05_SU_5.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S06_AN_1.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S06_AN_2.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S06_AN_3.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S06_AN_4.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S06_AN_5.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S06_DI_1.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S06_DI_2.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S06_DI_3.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S06_DI_4.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S06_DI_5.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S06_FE_1.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S06_FE_2.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S06_FE_3.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S06_FE_4.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S06_FE_5.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S06_HA_1.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S06_HA_2.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S06_HA_3.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S06_HA_4.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S06_HA_5.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S06_NE_1.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S06_NE_2.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S06_NE_3.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S06_NE_4.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S06_NE_5.wav,neutral,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S06_SA_1.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S06_SA_2.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S06_SA_3.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S06_SA_4.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S06_SA_5.wav,sadness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S06_SU_1.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S06_SU_2.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S06_SU_3.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S06_SU_4.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S06_SU_5.wav,surprise,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S07_AN_1.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S07_AN_2.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S07_AN_3.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S07_AN_4.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S07_AN_5.wav,anger,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S07_DI_1.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S07_DI_2.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S07_DI_3.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S07_DI_4.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S07_DI_5.wav,disgust,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S07_FE_1.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S07_FE_2.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S07_FE_3.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S07_FE_4.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S07_FE_5.wav,fear,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S07_HA_1.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S07_HA_2.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S07_HA_3.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S07_HA_4.wav,happiness,,male
datasources\SUBESCO\SUBESCO_DATA\M_06_S07_HA_5.wav,happiness,,male
